"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",322,1025,"QURU",21.5,"L","OD","06/28/2018","","C02E"
"2","UMBS",322,1026,"ACRU",13.1,"L","OS","06/28/2018","Shared base with 1027 and 1028","C02E"
"3","UMBS",322,1027,"ACRU",11.7,"L","OS","06/28/2018","","C02E"
"4","UMBS",322,1028,"ACRU",11.1,"L","OS","06/28/2018","","C02E"
"5","UMBS",322,1029,"POGR",24.3,"L","OD","06/28/2018","","C02E"
"6","UMBS",322,1030,"POGR",29.6,"L","OD","06/28/2018","","C02E"
"7","UMBS",322,1031,"POGR",24.7,"L","OD","06/28/2018","","C02E"
"8","UMBS",322,1032,"ACRU",9.5,"L","OS","06/28/2018","Shared base with 1033","C02E"
"9","UMBS",322,1033,"ACRU",8.3,"D","OS","06/28/2018","Shared base with 1032","C02E"
"10","UMBS",322,1034,"QURU",14.5,"L","OS","06/28/2018","","C02E"
"11","UMBS",322,1035,"POGR",33.8,"L","OD","06/28/2018","DBH has weird bowl scarring that make it wider than it should be a","C02E"
"12","UMBS",322,1036,"QURU",19.7,"L","OD","06/28/2018","","C02E"
"13","UMBS",322,1037,"QURU",23.9,"L","OD","06/28/2018","","C02E"
"14","UMBS",322,1038,"FAGR",11.3,"L","UN","06/28/2018","Shared base with 1039","C02E"
"15","UMBS",322,1039,"FAGR",8.9,"L","UN","06/28/2018","Shared base with 1038","C02E"
"16","UMBS",322,1040,"ACRU",11.2,"L","OS","06/28/2018","","C02E"
"17","UMBS",322,1041,"POGR",32.1,"L","OD","06/28/2018","","C02E"
"18","UMBS",322,1042,"POGR",26.1,"L","OD","06/28/2018","Shared base with 1043","C02E"
"19","UMBS",322,1043,"POGR",27.5,"L","OD","06/28/2018","Shared base with 1042","C02E"
"20","UMBS",322,1044,"POGR",24.5,"L","OD","06/28/2018","","C02E"
"21","UMBS",322,1045,"FAGR",9.8,"L","UN","06/28/2018","","C02E"
"22","UMBS",322,1046,"POGR",27,"L","OD","06/28/2018","","C02E"
"23","UMBS",322,1047,"ACPE",8.1,"L","UN","06/28/2018","Shared base with smaller trees","C02E"
