"","xbin","mean.ht","sd.ht","max.ht","max.vai","sum.vai","sd.vai","vai.z.sum","max.vai.z","height.bin"
"1",1,5.09221197552448,3.25650786455077,21.864,2.62566332272627,8,0.680433885056357,115.628990527424,20,14.453623815928
"2",2,6.92562669126691,8.01276418301168,30.9,2.08924021899424,2.39232718034129,0.368335720277733,17.8850733113338,4,7.4760147601476
"3",3,15.1162857142857,13.0607698640433,30.6,0.907872751629449,3.00909195375538,0.225701582883486,46.9330379053049,2,15.5970766685052
"4",4,8.82877379733879,10.7861916378843,30.126,1.73885660560312,3.64954436879537,0.316061220801343,34.2485645294784,2,9.38433981576254
"5",5,3.70555466472303,5.01546140339185,17.641,1.44001256312298,1.77670614802584,0.25486643312458,7.72582279819398,2,4.34839650145773
"6",6,2.78632692307692,3.67842123504763,18.497,2.65252570312194,8,0.737412011922949,99.7021638913174,18,12.4627704864147
"7",7,1.83279094076655,0.277602282032412,2.636,3.54761433599986,3.96614201503824,0.627135062384046,9.76926518736523,2,2.46316575410652
"8",8,2.54266849529781,1.76726049363736,13.735,0.872458906463923,1.58583698667801,0.179913561870106,4.86812184703588,2,3.06974921630094
"9",9,2.47949956293706,1.39219273244939,12.275,2.42405540518171,8,0.68506848370437,61.471677956125,3,7.68395974451562
"10",10,2.30201574114561,0.339663137529233,3.111,6.99522273707052,8,1.24359933503817,26.9952227370705,3,3.37440284213382
"11",11,6.69343055555556,6.3578206450286,23.931,2.33731252411458,5.75179884655319,0.483192057445666,41.8113513823143,2,7.26926523297491
"12",12,4.62134607407407,7.54080012440574,28.68,1.41962334209625,2.50064132545661,0.261211323368839,12.657690691389,2,5.06177777777778
"13",13,2.1500453777456,0.536811164500557,14.253,3.82301744604419,4.17138827468029,0.675517237399186,10.6781700089601,2,2.55986000482742
"14",14,2.33435743142145,1.10017256225817,11.94,3.22624411747295,3.7662995374284,0.570836208656343,10.1145335956525,2,2.685536159601
"15",15,1.77426750448833,0.344927843969747,2.369,2.19809390340217,3.4768227705335,0.443192416369686,7.41332805920242,2,2.13221338804822
"16",16,3.87496229685807,3.47015690174408,10.751,4.31076113267834,7.43985139390821,0.77278656836214,31.2917086633706,1,4.20595882990249
"17",17,5.76671463355247,4.65445268430574,17.331,1.63614545707217,4.05531043584513,0.325847638935904,25.565636754245,2,6.30423666910153
"18",18,4.47179891572203,4.83863489070025,14.433,0.433524607798507,1.12053685251359,0.104108785369945,5.61345334518207,2,5.00961064563825
"19",19,11.3605398191993,6.84916011376762,18.574,0.506642543367289,1.35124067536419,0.10725662742618,16.0203164272677,17,11.856005165734
"20",20,10.0313455772114,8.64792789522707,28.003,1.22729639108628,3.74362816854215,0.278981874647548,39.5812440518551,3,10.5729635182409
"21",21,2.04514125932063,0.494857638518129,2.815,7.0716218822433,8,1.25542315666909,27.065650763402,3,3.38320634542524
"22",22,3.39195236122618,5.18722821458185,25.762,2.99061977579116,8,0.61669052241707,77.5805874114094,2,9.69757342642618
"23",23,1.35007368421053,0.0217081371646442,1.419,0.160828467746179,0.160828467746179,0.0284307250377912,0.241242701619268,1,1.5
"30",24,0,0,0,0,0,0,0,0,0
"24",25,3.23880694037146,4.50919325952074,17.716,2.62801966001388,3.56796829753709,0.467101081001059,14.097485687825,2,3.95112414467253
"25",26,6.71952175714878,6.74181914580463,18.039,5.33929394451168,8,0.949423051893161,127.123132044716,18,15.8903915055895
"26",27,9.56838963282937,10.0446196017168,28.079,3.31423109183483,5.67488533845978,0.588955868632138,57.4903880778523,2,10.1306695464363
"27",28,8.86260560859189,10.450150368762,28.002,1.51441164320577,2.28868702796472,0.271174018104459,21.4489302793806,2,9.37171837708831
"28",29,5.47212879141391,8.0738506181458,29.358,1.48585035814297,4.10332128543863,0.350559208747607,24.8698033205411,2,6.06089594027065
"29",30,1.63239588464118,0.41915226268456,2.594,1.16126610936162,1.86578423389889,0.220922743217438,3.74345642904664,1,2.00637156270959
