"","xbin","mean.ht","sd.ht","max.ht","max.vai","sum.vai","sd.vai","vai.z.sum","max.vai.z","height.bin"
"1",1,5.04221197552448,3.25650786455077,21.814,2.62566332272627,8,0.669997245094942,115.513800085195,20,14.4392250106494
"2",2,6.87562669126691,8.01276418301168,30.85,2.08924021899424,2.39232718034129,0.368336099439298,17.8806594235471,4,7.47416974169742
"3",3,15.0662857142857,13.0607698640433,30.55,0.932768713739946,3.00909195375538,0.226803257261651,46.775363478605,2,15.5446773303916
"4",4,8.77877379733879,10.7861916378843,30.076,1.70150200612722,3.64954436879537,0.309480435947851,34.1084847814437,2,9.34595701125896
"5",5,3.65555466472303,5.01546140339185,17.591,1.51253118140975,1.77670614802584,0.267396600365227,7.54064132649741,2,4.24416909620991
"6",6,2.73632692307692,3.67842123504763,18.447,2.56975005734402,8,0.736925514438912,99.6193882455395,18,12.4524235306924
"7",7,1.78279094076655,0.277602282032412,2.586,3.54958852316514,3.96614201503824,0.628059159199048,9.65673651894453,2,2.43479342956695
"8",8,2.49266849529781,1.76726049363736,13.685,0.876187363329153,1.58583698667801,0.180129447759856,4.86439339017064,2,3.06739811912226
"9",9,2.42949956293706,1.39219273244939,12.225,2.1504409517481,8,0.673042772400563,60.8049366436297,12,7.60061708045372
"10",10,2.25201574114561,0.339663137529233,3.061,6.71428688133938,8,1.20127226303994,26.7142868813394,3,3.33928586016742
"11",11,6.64343055555556,6.3578206450286,23.881,2.09894272424622,5.75179884655319,0.446089275968755,41.4467100127859,2,7.20586917562724
"12",12,4.57070556872038,7.53977473248982,28.63,1.61575178635419,2.50104448910212,0.292606018039922,12.3340905506698,2,4.93157582938389
"13",13,2.09997078705939,0.536854504148736,14.203,3.89006624180677,4.17102106486245,0.687002756965999,10.5937087403073,2,2.53983582810237
"14",14,2.28435743142145,1.10017256225817,11.89,3.12187864915206,3.76390059624166,0.552882557918982,9.98325355152776,2,2.65236907730673
"15",15,1.72426750448833,0.344927843969747,2.319,2.03669228209759,3.4768227705335,0.434196774464825,7.25192643789783,2,2.08579122852013
"16",16,3.82496229685807,3.47015690174408,10.701,4.55902486283259,7.43985139390821,0.815020384866326,30.8467684716656,1,4.14615384615385
"17",17,5.71671463355247,4.65445268430574,17.281,1.22551006472739,4.05247168746809,0.296249254698553,24.8165788107296,1,6.12381300219138
"18",18,4.42179891572203,4.83863489070025,14.383,0.522589449927487,1.12086045867111,0.108213947476587,5.46426378853883,1,4.87506160670281
"19",19,11.3105398191993,6.84916011376762,18.524,0.517535199280835,1.35082502014537,0.108275849365364,15.9810799036354,17,11.8306069737409
"20",20,9.98134557721139,8.64792789522707,27.953,1.09539944661741,3.74362816854215,0.273574945930141,39.4091232165198,3,10.5269865067466
"21",21,1.99514125932063,0.494857638518129,2.765,6.96434654663416,8,1.23637890210535,26.8643742308163,3,3.35804677885204
"22",22,3.34195236122618,5.18722821458185,25.712,2.40039795935863,8,0.54908862206317,96.9144363939908,2,12.1143045492488
"23",23,1.30007368421053,0.0217081371646442,1.369,0.160828467746179,0.160828467746179,0.0284307250377912,0.241242701619268,1,1.5
"30",24,0,0,0,0,0,0,0,0,0
"24",25,3.18880694037146,4.50919325952074,17.666,2.61581253485124,3.56796829753709,0.465846002703834,14.0329623119653,2,3.93304007820137
"25",26,6.66952175714878,6.74181914580463,17.989,3.267498960082,7.95607970805032,0.630557819300521,57.5966756651791,2,7.23932863655201
"26",27,9.51838963282937,10.0446196017168,28.029,3.11322003448981,5.67488533845978,0.554327057518224,57.1619065938982,2,10.0727861771058
"27",28,8.81260560859189,10.450150368762,27.952,1.42291878468928,2.28868702796472,0.255318083054418,21.3396850751818,2,9.32398568019093
"28",29,5.42212879141391,8.0738506181458,29.308,1.27139772913264,4.10332128543863,0.339851934523669,24.3317569923992,1,5.92977134857676
"29",30,1.58239588464118,0.41915226268456,2.544,1.1625174737036,1.86578423389889,0.22898431256695,3.5932927080085,1,1.92588866532529
