"","Site","Subplot","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","SubplotID"
"1","UMBS",141,2574,"FAGR","15.3","L","OS","07/12/2018","","A04W"
"2","UMBS",141,2575,"ACSA","26.2","L","OD","07/12/2018","","A04W"
"3","UMBS",141,2576,"ACSA","17","L","OS","07/12/2018","Shares base with smaller tree","A04W"
"4","UMBS",141,2577,"POGR","40.6","L","OD","07/12/2018","","A04W"
"5","UMBS",141,2578,"ACSA","12","L","OS","07/12/2018","","A04W"
"6","UMBS",141,2579,"ACRU","37.8","L","OD","07/12/2018","2579 - 2580 share base","A04W"
"7","UMBS",141,2580,"ACRU","30.3","L","OD","07/12/2018","2579 - 2580 share base","A04W"
"8","UMBS",141,2581,"?","12.3","D","UN","07/12/2018","","A04W"
"9","UMBS",141,2582,"ACSA","22.2","L","OS","07/12/2018","Taken at DBH, large scarring area on tree","A04W"
"10","UMBS",141,2583,"ACRU","34.6","L","OD","07/12/2018","2583 - 2585 share base","A04W"
"11","UMBS",141,2584,"ACRU","27.1","L","OD","07/12/2018","2583 - 2585 share base","A04W"
"12","UMBS",141,2585,"ACRU","19.9","D","OS","07/12/2018","2583 - 2585 share base","A04W"
"13","UMBS",141,2586,"ACSA","21.4","L","OS","07/12/2018","","A04W"
"14","UMBS",141,2587,"ACSA","11.3","D","OS","07/12/2018","2587 - 2588 share base","A04W"
"15","UMBS",141,2588,"ACSA","26","L","OD","07/12/2018","2587 - 2588 share base","A04W"
"16","UMBS",141,2589,"?","18.4","D","UN","07/12/2018","","A04W"
"17","UMBS",141,2590,"FAGR","25.1","L","OS","07/12/2018","","A04W"
"18","UMBS",141,2591,"FAGR","11.4","L","OS","07/12/2018","2591 - 2592 share base","A04W"
"19","UMBS",141,2592,"FAGR","12.3","L","UN","07/12/2018","2591 - 2592 share base","A04W"
"20","UMBS",141,2593,"FAGR","9.2","L","UN","07/12/2018","","A04W"
"21","UMBS",141,2594,"ACSA","18.5","L","OS","07/12/2018","Shares base with smaller tree","A04W"
"22","UMBS",141,2595,"ACSA","19.3","L","OS","07/12/2018","","A04W"
"23","UMBS",141,2596,"FAGR","12.4","L","OS","07/12/2018","Shares base with smaller tree","A04W"
"24","UMBS",141,2597,"FAGR","8.2","L","UN","07/12/2018","","A04W"
"25","UMBS",141,2598,"FAGR","13.4","L","OS","07/12/2018","","A04W"
